127.0.0.1 - - [13/Jul/2023:18:53:45 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [13/Jul/2023:18:54:22 +0530] "GET /parking/ HTTP/1.1" 200 1114
0:0:0:0:0:0:0:1 - - [13/Jul/2023:18:54:22 +0530] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [13/Jul/2023:18:54:54 +0530] "GET /parking/User.jsp HTTP/1.1" 200 1133
0:0:0:0:0:0:0:1 - - [13/Jul/2023:18:55:01 +0530] "GET /parking/UserInfo.jsp HTTP/1.1" 200 7059
0:0:0:0:0:0:0:1 - - [13/Jul/2023:18:55:04 +0530] "GET /parking/UserLogin.jsp HTTP/1.1" 200 3101
0:0:0:0:0:0:0:1 - - [13/Jul/2023:18:55:06 +0530] "GET /parking/Home.jsp HTTP/1.1" 200 1114
0:0:0:0:0:0:0:1 - - [13/Jul/2023:18:55:08 +0530] "GET /parking/Admin.jsp HTTP/1.1" 200 1938
0:0:0:0:0:0:0:1 - - [13/Jul/2023:18:57:35 +0530] "GET /parking/Home.jsp HTTP/1.1" 200 1114
0:0:0:0:0:0:0:1 - - [13/Jul/2023:18:57:37 +0530] "GET /parking/User.jsp HTTP/1.1" 200 1133
0:0:0:0:0:0:0:1 - - [13/Jul/2023:18:57:40 +0530] "GET /parking/UserLogin.jsp HTTP/1.1" 200 3101
0:0:0:0:0:0:0:1 - - [13/Jul/2023:18:58:37 +0530] "GET /parking/Home.jsp HTTP/1.1" 200 1114
0:0:0:0:0:0:0:1 - - [13/Jul/2023:18:58:40 +0530] "GET /parking/Admin.jsp HTTP/1.1" 200 1938
0:0:0:0:0:0:0:1 - - [13/Jul/2023:18:58:42 +0530] "GET /parking/Home.jsp HTTP/1.1" 200 1114
0:0:0:0:0:0:0:1 - - [13/Jul/2023:18:58:43 +0530] "GET /parking/Admin.jsp HTTP/1.1" 200 1938
0:0:0:0:0:0:0:1 - - [13/Jul/2023:18:59:07 +0530] "POST /parking/login HTTP/1.1" 200 1217
0:0:0:0:0:0:0:1 - - [13/Jul/2023:18:59:08 +0530] "GET /parking/AdminForgotPassword.jsp HTTP/1.1" 200 1159
0:0:0:0:0:0:0:1 - - [13/Jul/2023:18:59:21 +0530] "POST /parking/login HTTP/1.1" 200 1217
0:0:0:0:0:0:0:1 - - [13/Jul/2023:18:59:42 +0530] "GET /parking/ParkingInfo.jsp HTTP/1.1" 200 3188
0:0:0:0:0:0:0:1 - - [13/Jul/2023:18:59:51 +0530] "GET /parking/Home.jsp HTTP/1.1" 200 1114
0:0:0:0:0:0:0:1 - - [13/Jul/2023:18:59:53 +0530] "GET /parking/User.jsp HTTP/1.1" 200 1133
0:0:0:0:0:0:0:1 - - [13/Jul/2023:18:59:55 +0530] "GET /parking/UserInfo.jsp HTTP/1.1" 200 7059
0:0:0:0:0:0:0:1 - - [13/Jul/2023:18:59:59 +0530] "GET /parking/UserLogin.jsp HTTP/1.1" 200 3101
0:0:0:0:0:0:0:1 - - [13/Jul/2023:19:00:03 +0530] "GET /parking/Home.jsp HTTP/1.1" 200 1114
0:0:0:0:0:0:0:1 - - [13/Jul/2023:19:00:05 +0530] "GET /parking/User.jsp HTTP/1.1" 200 1133
0:0:0:0:0:0:0:1 - - [13/Jul/2023:19:00:06 +0530] "GET /parking/UserInfo.jsp HTTP/1.1" 200 7059
0:0:0:0:0:0:0:1 - - [13/Jul/2023:19:01:12 +0530] "GET /parking/validateEmail/sanketpanalkar99@gmail.com HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [13/Jul/2023:19:01:38 +0530] "GET /parking/getPriceAndDiscount/Rajaji-Nagar/2%20wheeler/bike/15-day HTTP/1.1" 200 136
0:0:0:0:0:0:0:1 - - [13/Jul/2023:19:01:49 +0530] "POST /parking/user HTTP/1.1" 500 3694
0:0:0:0:0:0:0:1 - - [13/Jul/2023:19:04:25 +0530] "POST /parking/user HTTP/1.1" 500 3694
0:0:0:0:0:0:0:1 - - [13/Jul/2023:19:09:57 +0530] "POST /parking/user HTTP/1.1" 500 3694
0:0:0:0:0:0:0:1 - - [13/Jul/2023:19:10:45 +0530] "POST /parking/user HTTP/1.1" 500 3694
0:0:0:0:0:0:0:1 - - [13/Jul/2023:19:12:49 +0530] "POST /parking/user HTTP/1.1" 500 3694
0:0:0:0:0:0:0:1 - - [13/Jul/2023:19:21:25 +0530] "POST /parking/user HTTP/1.1" 200 7097
0:0:0:0:0:0:0:1 - - [13/Jul/2023:19:25:16 +0530] "GET /parking/User.jsp HTTP/1.1" 200 1133
0:0:0:0:0:0:0:1 - - [13/Jul/2023:19:25:20 +0530] "GET /parking/UserLogin.jsp HTTP/1.1" 200 3101
0:0:0:0:0:0:0:1 - - [13/Jul/2023:19:25:50 +0530] "POST /parking/user-login HTTP/1.1" 200 3131
0:0:0:0:0:0:0:1 - - [13/Jul/2023:19:26:35 +0530] "POST /parking/user-login HTTP/1.1" 200 3131
0:0:0:0:0:0:0:1 - - [13/Jul/2023:19:29:24 +0530] "POST /parking/user-login HTTP/1.1" 200 3131
0:0:0:0:0:0:0:1 - - [13/Jul/2023:19:30:39 +0530] "POST /parking/user-login HTTP/1.1" 200 3131
0:0:0:0:0:0:0:1 - - [13/Jul/2023:19:37:37 +0530] "POST /parking/user-login HTTP/1.1" 200 3131
0:0:0:0:0:0:0:1 - - [13/Jul/2023:19:38:36 +0530] "POST /parking/user-login HTTP/1.1" 200 3131
0:0:0:0:0:0:0:1 - - [13/Jul/2023:19:38:52 +0530] "POST /parking/user-login HTTP/1.1" 200 3131
0:0:0:0:0:0:0:1 - - [13/Jul/2023:19:41:37 +0530] "POST /parking/user-login HTTP/1.1" 200 3131
0:0:0:0:0:0:0:1 - - [13/Jul/2023:19:46:47 +0530] "GET /parking/ HTTP/1.1" 200 1114
0:0:0:0:0:0:0:1 - - [13/Jul/2023:19:46:50 +0530] "GET /parking/User.jsp HTTP/1.1" 200 1133
0:0:0:0:0:0:0:1 - - [13/Jul/2023:19:47:00 +0530] "GET /parking/UserLogin.jsp HTTP/1.1" 200 3140
0:0:0:0:0:0:0:1 - - [13/Jul/2023:19:47:14 +0530] "POST /parking/user-login HTTP/1.1" 200 3170
0:0:0:0:0:0:0:1 - - [13/Jul/2023:19:48:24 +0530] "POST /parking/user-login HTTP/1.1" 200 3170
0:0:0:0:0:0:0:1 - - [13/Jul/2023:19:55:03 +0530] "GET /parking/ HTTP/1.1" 200 1114
0:0:0:0:0:0:0:1 - - [13/Jul/2023:19:55:06 +0530] "GET /parking/User.jsp HTTP/1.1" 200 1133
0:0:0:0:0:0:0:1 - - [13/Jul/2023:19:55:08 +0530] "GET /parking/UserLogin.jsp HTTP/1.1" 200 3140
0:0:0:0:0:0:0:1 - - [13/Jul/2023:19:55:18 +0530] "POST /parking/user-login HTTP/1.1" 503 792
0:0:0:0:0:0:0:1 - - [13/Jul/2023:19:56:13 +0530] "POST /parking/user-login HTTP/1.1" 200 3170
0:0:0:0:0:0:0:1 - - [13/Jul/2023:19:56:55 +0530] "POST /parking/user-login HTTP/1.1" 200 3170
0:0:0:0:0:0:0:1 - - [13/Jul/2023:19:57:27 +0530] "POST /parking/user-login HTTP/1.1" 200 3170
0:0:0:0:0:0:0:1 - - [13/Jul/2023:20:07:25 +0530] "POST /parking/user-login HTTP/1.1" 200 3170
0:0:0:0:0:0:0:1 - - [13/Jul/2023:20:07:40 +0530] "GET /parking/Home.jsp HTTP/1.1" 200 1114
0:0:0:0:0:0:0:1 - - [13/Jul/2023:20:07:44 +0530] "GET /parking/User.jsp HTTP/1.1" 200 1133
0:0:0:0:0:0:0:1 - - [13/Jul/2023:20:07:48 +0530] "GET /parking/UserInfo.jsp HTTP/1.1" 200 7059
0:0:0:0:0:0:0:1 - - [13/Jul/2023:20:08:10 +0530] "GET /parking/validateEmail/anneshgurav123@gmail.com HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [13/Jul/2023:20:08:25 +0530] "GET /parking/getPriceAndDiscount/Rajaji-Nagar/2%20wheeler/bike/15-day HTTP/1.1" 200 136
0:0:0:0:0:0:0:1 - - [13/Jul/2023:20:08:28 +0530] "POST /parking/user HTTP/1.1" 500 3694
